d,sales,day,date,weekday,wday,month,year,event_label,event_type_1,snap_total,roll_7,roll_28
d_1718,42240,1718,2015-10-12,Monday,3,10,2015,ColumbusDay,National,2,42412.42857142857,40579.07142857143
d_1719,35681,1719,2015-10-13,Tuesday,4,10,2015,,,1,41959.0,40516.78571428572
d_1720,34248,1720,2015-10-14,Wednesday,5,10,2015,,,1,41724.857142857145,40538.32142857143
d_1721,36353,1721,2015-10-15,Thursday,6,10,2015,,,2,41515.42857142857,40622.42857142857
d_1722,38422,1722,2015-10-16,Friday,7,10,2015,,,0,40776.42857142857,40612.892857142855
d_1723,47813,1723,2015-10-17,Saturday,1,10,2015,,,0,40637.28571428572,40596.25
d_1724,48964,1724,2015-10-18,Sunday,2,10,2015,,,0,40531.57142857143,40560.0
d_1725,35302,1725,2015-10-19,Monday,3,10,2015,,,0,39540.42857142857,40529.892857142855
d_1726,33104,1726,2015-10-20,Tuesday,4,10,2015,,,0,39172.28571428572,40515.107142857145
d_1727,32411,1727,2015-10-21,Wednesday,5,10,2015,,,0,38909.857142857145,40476.32142857143
d_1728,32770,1728,2015-10-22,Thursday,6,10,2015,,,0,38398.0,40469.28571428572
d_1729,38021,1729,2015-10-23,Friday,7,10,2015,,,0,38340.71428571428,40445.75
d_1730,45006,1730,2015-10-24,Saturday,1,10,2015,,,0,37939.71428571428,40387.53571428572
d_1731,46179,1731,2015-10-25,Sunday,2,10,2015,,,0,37541.857142857145,40336.32142857143
d_1732,35092,1732,2015-10-26,Monday,3,10,2015,,,0,37511.857142857145,40365.96428571428
d_1733,32319,1733,2015-10-27,Tuesday,4,10,2015,,,0,37399.71428571428,40426.82142857143
d_1734,31267,1734,2015-10-28,Wednesday,5,10,2015,,,0,37236.28571428572,40426.71428571428
d_1735,33232,1735,2015-10-29,Thursday,6,10,2015,,,0,37302.28571428572,40267.96428571428
d_1736,40514,1736,2015-10-30,Friday,7,10,2015,,,0,37658.42857142857,40130.03571428572
d_1737,42743,1737,2015-10-31,Saturday,1,10,2015,Halloween,Cultural,0,37335.142857142855,39703.46428571428
d_1738,46994,1738,2015-11-01,Sunday,2,11,2015,,,2,37451.57142857143,39492.71428571428
d_1739,36457,1739,2015-11-02,Monday,3,11,2015,,,2,37646.57142857143,39277.82142857143
d_1740,37997,1740,2015-11-03,Tuesday,4,11,2015,,,3,38457.71428571428,39247.17857142857
d_1741,32102,1741,2015-11-04,Wednesday,5,11,2015,,,1,38577.0,39112.0
d_1742,34675,1742,2015-11-05,Thursday,6,11,2015,,,3,38783.142857142855,38999.71428571428
d_1743,39621,1743,2015-11-06,Friday,7,11,2015,,,3,38655.57142857143,38857.78571428572
d_1744,47341,1744,2015-11-07,Saturday,1,11,2015,,,2,39312.42857142857,38806.142857142855
d_1745,48411,1745,2015-11-08,Sunday,2,11,2015,,,2,39514.857142857145,38759.96428571428
d_1746,36915,1746,2015-11-09,Monday,3,11,2015,,,3,39580.28571428572,38569.78571428572
d_1747,33374,1747,2015-11-10,Tuesday,4,11,2015,,,1,38919.857142857145,38487.392857142855
d_1748,33338,1748,2015-11-11,Wednesday,5,11,2015,VeteransDay,National,2,39096.42857142857,38454.892857142855
d_1749,33242,1749,2015-11-12,Thursday,6,11,2015,,,2,38891.71428571428,38343.78571428572
d_1750,36195,1750,2015-11-13,Friday,7,11,2015,,,1,38402.28571428572,38264.25
d_1751,47342,1751,2015-11-14,Saturday,1,11,2015,,,1,38402.42857142857,38247.42857142857
d_1752,49755,1752,2015-11-15,Sunday,2,11,2015,,,2,38594.42857142857,38275.67857142857
d_1753,35735,1753,2015-11-16,Monday,3,11,2015,,,0,38425.857142857145,38291.142857142855
d_1754,29174,1754,2015-11-17,Tuesday,4,11,2015,,,0,37825.857142857145,38150.78571428572
d_1755,32160,1755,2015-11-18,Wednesday,5,11,2015,,,0,37657.57142857143,38141.82142857143
d_1756,32365,1756,2015-11-19,Thursday,6,11,2015,,,0,37532.28571428572,38127.357142857145
d_1757,38357,1757,2015-11-20,Friday,7,11,2015,,,0,37841.142857142855,38139.357142857145
d_1758,42793,1758,2015-11-21,Saturday,1,11,2015,,,0,37191.28571428572,38060.32142857143
d_1759,44925,1759,2015-11-22,Sunday,2,11,2015,,,0,36501.28571428572,38015.53571428572
d_1760,35140,1760,2015-11-23,Monday,3,11,2015,,,0,36416.28571428572,38017.25
d_1761,34222,1761,2015-11-24,Tuesday,4,11,2015,,,0,37137.42857142857,38085.21428571428
d_1762,40124,1762,2015-11-25,Wednesday,5,11,2015,,,0,38275.142857142855,38401.53571428572
d_1763,23631,1763,2015-11-26,Thursday,6,11,2015,Thanksgiving,National,0,37027.42857142857,38058.642857142855
d_1764,27581,1764,2015-11-27,Friday,7,11,2015,,,0,35488.0,37596.75
d_1765,34212,1765,2015-11-28,Saturday,1,11,2015,,,0,34262.142857142855,37292.07142857143
d_1766,37782,1766,2015-11-29,Sunday,2,11,2015,,,0,33241.71428571428,36963.07142857143
d_1767,32016,1767,2015-11-30,Monday,3,11,2015,,,0,32795.42857142857,36804.46428571428
d_1768,34818,1768,2015-12-01,Tuesday,4,12,2015,,,2,32880.57142857143,36690.92857142857
d_1769,33732,1769,2015-12-02,Wednesday,5,12,2015,,,2,31967.428571428572,36749.142857142855
d_1770,38029,1770,2015-12-03,Thursday,6,12,2015,,,3,34024.28571428572,36868.92857142857
d_1771,38187,1771,2015-12-04,Friday,7,12,2015,,,1,35539.42857142857,36817.71428571428
d_1772,47025,1772,2015-12-05,Saturday,1,12,2015,,,3,37369.857142857145,36806.42857142857
d_1773,48415,1773,2015-12-06,Sunday,2,12,2015,,,3,38888.857142857145,36806.57142857143
d_1774,35408,1774,2015-12-07,Monday,3,12,2015,,,2,39373.42857142857,36752.75
d_1775,32913,1775,2015-12-08,Tuesday,4,12,2015,,,2,39101.28571428572,36736.28571428572
d_1776,33690,1776,2015-12-09,Wednesday,5,12,2015,,,3,39095.28571428572,36748.857142857145
d_1777,32159,1777,2015-12-10,Thursday,6,12,2015,,,1,38256.71428571428,36710.17857142857
d_1778,36343,1778,2015-12-11,Friday,7,12,2015,,,2,37993.28571428572,36715.46428571428
d_1779,45975,1779,2015-12-12,Saturday,1,12,2015,,,2,37843.28571428572,36666.642857142855
d_1780,45133,1780,2015-12-13,Sunday,2,12,2015,,,1,37374.42857142857,36501.57142857143
d_1781,37522,1781,2015-12-14,Monday,3,12,2015,Chanukah End,Religious,1,37676.42857142857,36565.392857142855
d_1782,36130,1782,2015-12-15,Tuesday,4,12,2015,,,2,38136.0,36813.82142857143
d_1783,34123,1783,2015-12-16,Wednesday,5,12,2015,,,0,38197.857142857145,36883.92857142857
d_1784,35454,1784,2015-12-17,Thursday,6,12,2015,,,0,38668.57142857143,36994.25
d_1785,34756,1785,2015-12-18,Friday,7,12,2015,,,0,38441.857142857145,36865.642857142855
d_1786,43488,1786,2015-12-19,Saturday,1,12,2015,,,0,38086.57142857143,36890.46428571428
d_1787,43011,1787,2015-12-20,Sunday,2,12,2015,,,0,37783.42857142857,36822.107142857145
d_1788,35522,1788,2015-12-21,Monday,3,12,2015,,,0,37497.71428571428,36835.75
d_1789,36612,1789,2015-12-22,Tuesday,4,12,2015,,,0,37566.57142857143,36921.107142857145
d_1790,38752,1790,2015-12-23,Wednesday,5,12,2015,,,0,38227.857142857145,36872.107142857145
d_1791,36227,1791,2015-12-24,Thursday,6,12,2015,,,0,38338.28571428572,37321.96428571428
d_1792,14,1792,2015-12-25,Friday,7,12,2015,Christmas,National,0,33375.142857142855,36337.42857142857
d_1793,38377,1793,2015-12-26,Saturday,1,12,2015,,,0,32645.0,36486.17857142857
d_1794,35378,1794,2015-12-27,Sunday,2,12,2015,,,0,31554.571428571428,36400.32142857143
d_1795,29964,1795,2015-12-28,Monday,3,12,2015,,,0,30760.571428571428,36327.03571428572
d_1796,31893,1796,2015-12-29,Tuesday,4,12,2015,,,0,30086.428571428572,36222.57142857143
d_1797,34127,1797,2015-12-30,Wednesday,5,12,2015,,,0,29425.714285714286,36236.67857142857
d_1798,43059,1798,2015-12-31,Thursday,6,12,2015,,,0,30401.714285714286,36416.32142857143
d_1799,32651,1799,2016-01-01,Friday,7,1,2016,NewYear,National,2,35064.142857142855,36218.607142857145
d_1800,44737,1800,2016-01-02,Saturday,1,1,2016,,,2,35972.71428571428,36136.892857142855
d_1801,44340,1801,2016-01-03,Sunday,2,1,2016,,,3,37253.0,35991.357142857145
d_1802,36693,1802,2016-01-04,Monday,3,1,2016,,,1,38214.28571428572,36037.25
d_1803,35306,1803,2016-01-05,Tuesday,4,1,2016,,,3,38701.857142857145,36122.71428571428
d_1804,32685,1804,2016-01-06,Wednesday,5,1,2016,,,3,38495.857142857145,36086.82142857143
d_1805,35944,1805,2016-01-07,Thursday,6,1,2016,OrthodoxChristmas,Religious,2,37479.42857142857,36222.0
d_1806,38936,1806,2016-01-08,Friday,7,1,2016,,,2,38377.28571428572,36314.607142857145
d_1807,52880,1807,2016-01-09,Saturday,1,1,2016,,,3,39540.57142857143,36561.21428571428
d_1808,47369,1808,2016-01-10,Sunday,2,1,2016,,,1,39973.28571428572,36641.07142857143
d_1809,37986,1809,2016-01-11,Monday,3,1,2016,,,2,40158.0,36657.642857142855
d_1810,35122,1810,2016-01-12,Tuesday,4,1,2016,,,2,40131.71428571428,36621.642857142855
d_1811,32231,1811,2016-01-13,Wednesday,5,1,2016,,,1,40066.857142857145,36554.07142857143
d_1812,35856,1812,2016-01-14,Thursday,6,1,2016,,,1,40054.28571428572,36568.42857142857
d_1813,41790,1813,2016-01-15,Friday,7,1,2016,,,2,40462.0,36819.642857142855
d_1814,51146,1814,2016-01-16,Saturday,1,1,2016,,,0,40214.28571428572,37093.142857142855
d_1815,45533,1815,2016-01-17,Sunday,2,1,2016,,,0,39952.0,37183.21428571428
d_1816,38340,1816,2016-01-18,Monday,3,1,2016,MartinLutherKingDay,National,0,40002.57142857143,37283.857142857145
d_1817,31988,1817,2016-01-19,Tuesday,4,1,2016,,,0,39554.857142857145,37118.71428571428
d_1818,32684,1818,2016-01-20,Wednesday,5,1,2016,,,0,39619.57142857143,36902.0
d_1819,31779,1819,2016-01-21,Thursday,6,1,2016,,,0,39037.142857142855,36743.142857142855
d_1820,36307,1820,2016-01-22,Friday,7,1,2016,,,0,38253.857142857145,38039.32142857143
d_1821,48927,1821,2016-01-23,Saturday,1,1,2016,,,0,37936.857142857145,38416.107142857145
d_1822,47832,1822,2016-01-24,Sunday,2,1,2016,,,0,38265.28571428572,38860.892857142855
d_1823,34389,1823,2016-01-25,Monday,3,1,2016,,,0,37700.857142857145,39018.92857142857
d_1824,30446,1824,2016-01-26,Tuesday,4,1,2016,,,0,37480.57142857143,38967.25
d_1825,31349,1825,2016-01-27,Wednesday,5,1,2016,,,0,37289.857142857145,38868.03571428572
d_1826,32466,1826,2016-01-28,Thursday,6,1,2016,,,0,37388.0,38489.71428571428
d_1827,37639,1827,2016-01-29,Friday,7,1,2016,,,0,37578.28571428572,38667.857142857145
d_1828,49104,1828,2016-01-30,Saturday,1,1,2016,,,0,37603.57142857143,38823.82142857143
d_1829,50831,1829,2016-01-31,Sunday,2,1,2016,,,0,38032.0,39055.642857142855
d_1830,41714,1830,2016-02-01,Monday,3,2,2016,,,2,39078.42857142857,39234.96428571428
d_1831,34928,1831,2016-02-02,Tuesday,4,2,2016,,,2,39718.71428571428,39221.46428571428
d_1832,39340,1832,2016-02-03,Wednesday,5,2,2016,,,3,40860.28571428572,39459.142857142855
d_1833,35424,1833,2016-02-04,Thursday,6,2,2016,,,1,41282.857142857145,39440.57142857143
d_1834,40193,1834,2016-02-05,Friday,7,2,2016,,,3,41647.71428571428,39485.46428571428
d_1835,55040,1835,2016-02-06,Saturday,1,2,2016,,,3,42495.71428571428,39562.607142857145
d_1836,46893,1836,2016-02-07,Sunday,2,2,2016,SuperBowl,Sporting,2,41933.142857142855,39545.607142857145
d_1837,36804,1837,2016-02-08,Monday,3,2,2016,,,2,41231.71428571428,39503.392857142855
d_1838,38513,1838,2016-02-09,Tuesday,4,2,2016,,,3,41743.857142857145,39624.5
d_1839,39353,1839,2016-02-10,Wednesday,5,2,2016,LentStart,Religious,1,41745.71428571428,39878.857142857145
d_1840,44584,1840,2016-02-11,Thursday,6,2,2016,,,2,43054.28571428572,40190.57142857143
d_1841,44222,1841,2016-02-12,Friday,7,2,2016,,,2,43629.857142857145,40277.42857142857
d_1842,53715,1842,2016-02-13,Saturday,1,2,2016,,,1,43440.57142857143,40369.17857142857
d_1843,48337,1843,2016-02-14,Sunday,2,2,2016,ValentinesDay,Cultural,1,43646.857142857145,40469.32142857143
d_1844,46152,1844,2016-02-15,Monday,3,2,2016,PresidentsDay,National,2,44982.28571428572,40748.32142857143
d_1845,37702,1845,2016-02-16,Tuesday,4,2,2016,,,0,44866.42857142857,40952.392857142855
d_1846,36545,1846,2016-02-17,Wednesday,5,2,2016,LentWeek2,Religious,0,44465.28571428572,41090.28571428572
d_1847,36436,1847,2016-02-18,Thursday,6,2,2016,,,0,43301.28571428572,41256.607142857145
d_1848,40392,1848,2016-02-19,Friday,7,2,2016,,,0,42754.142857142855,41402.5
d_1849,50857,1849,2016-02-20,Saturday,1,2,2016,,,0,42345.857142857145,41471.42857142857
d_1850,52081,1850,2016-02-21,Sunday,2,2,2016,,,0,42880.71428571428,41623.17857142857
d_1851,37328,1851,2016-02-22,Monday,3,2,2016,,,0,41620.142857142855,41728.142857142855
d_1852,33981,1852,2016-02-23,Tuesday,4,2,2016,,,0,41088.57142857143,41854.392857142855
d_1853,34068,1853,2016-02-24,Wednesday,5,2,2016,,,0,40734.71428571428,41951.5
d_1854,34615,1854,2016-02-25,Thursday,6,2,2016,,,0,40474.57142857143,42028.25
d_1855,37649,1855,2016-02-26,Friday,7,2,2016,,,0,40082.71428571428,42028.607142857145
d_1856,47887,1856,2016-02-27,Saturday,1,2,2016,,,0,39658.42857142857,41985.142857142855
d_1857,50915,1857,2016-02-28,Sunday,2,2,2016,,,0,39491.857142857145,41988.142857142855
d_1858,37259,1858,2016-02-29,Monday,3,2,2016,,,0,39482.0,41829.03571428572
d_1859,36536,1859,2016-03-01,Tuesday,4,3,2016,,,2,39847.0,41886.46428571428
d_1860,38458,1860,2016-03-02,Wednesday,5,3,2016,,,2,40474.142857142855,41854.96428571428
d_1861,41459,1861,2016-03-03,Thursday,6,3,2016,,,3,41451.857142857145,42070.5
d_1862,39325,1862,2016-03-04,Friday,7,3,2016,,,1,41691.28571428572,42039.5
d_1863,52322,1863,2016-03-05,Saturday,1,3,2016,,,3,42324.857142857145,41942.42857142857
d_1864,57218,1864,2016-03-06,Sunday,2,3,2016,,,3,43225.28571428572,42311.17857142857
d_1865,40562,1865,2016-03-07,Monday,3,3,2016,,,2,43697.142857142855,42445.392857142855
d_1866,37727,1866,2016-03-08,Tuesday,4,3,2016,,,2,43867.28571428572,42417.32142857143
d_1867,37032,1867,2016-03-09,Wednesday,5,3,2016,,,3,43663.57142857143,42334.42857142857
d_1868,38267,1868,2016-03-10,Thursday,6,3,2016,,,1,43207.57142857143,42108.82142857143
d_1869,40887,1869,2016-03-11,Friday,7,3,2016,,,2,43430.71428571428,41989.71428571428
d_1870,52711,1870,2016-03-12,Saturday,1,3,2016,,,2,43486.28571428572,41953.857142857145
d_1871,51421,1871,2016-03-13,Sunday,2,3,2016,,,1,42658.142857142855,42064.0
d_1872,42035,1872,2016-03-14,Monday,3,3,2016,,,1,42868.57142857143,41916.96428571428
d_1873,40117,1873,2016-03-15,Tuesday,4,3,2016,,,2,43210.0,42003.21428571428
d_1874,36606,1874,2016-03-16,Wednesday,5,3,2016,,,0,43149.142857142855,42005.392857142855
d_1875,35009,1875,2016-03-17,Thursday,6,3,2016,StPatricksDay,Cultural,0,42683.71428571428,41954.42857142857
d_1876,39652,1876,2016-03-18,Friday,7,3,2016,,,0,42507.28571428572,41928.0
d_1877,46181,1877,2016-03-19,Saturday,1,3,2016,,,0,41574.42857142857,41761.0
d_1878,47825,1878,2016-03-20,Sunday,2,3,2016,,,0,41060.71428571428,41609.0
d_1879,37360,1879,2016-03-21,Monday,3,3,2016,,,0,40392.857142857145,41610.142857142855
d_1880,35475,1880,2016-03-22,Tuesday,4,3,2016,,,0,39729.71428571428,41663.5
d_1881,34786,1881,2016-03-23,Wednesday,5,3,2016,,,0,39469.71428571428,41689.142857142855
d_1882,34003,1882,2016-03-24,Thursday,6,3,2016,Purim End,Religious,0,39326.0,41667.28571428572
d_1883,45611,1883,2016-03-25,Friday,7,3,2016,,,0,40177.28571428572,41951.642857142855
d_1884,53863,1884,2016-03-26,Saturday,1,3,2016,,,0,41274.71428571428,42165.07142857143
d_1885,46360,1885,2016-03-27,Sunday,2,3,2016,Easter,Cultural,0,41065.42857142857,42002.392857142855
d_1886,36041,1886,2016-03-28,Monday,3,3,2016,,,0,40877.0,41958.892857142855
d_1887,33857,1887,2016-03-29,Tuesday,4,3,2016,,,0,40645.857142857145,41863.21428571428
d_1888,32359,1888,2016-03-30,Wednesday,5,3,2016,,,0,40299.142857142855,41645.392857142855
d_1889,34681,1889,2016-03-31,Thursday,6,3,2016,,,0,40396.0,41403.32142857143
d_1890,45536,1890,2016-04-01,Friday,7,4,2016,,,2,40385.28571428572,41625.142857142855
d_1891,52672,1891,2016-04-02,Saturday,1,4,2016,,,2,40215.142857142855,41637.642857142855
d_1892,56425,1892,2016-04-03,Sunday,2,4,2016,,,3,41653.0,41609.32142857143
d_1893,40418,1893,2016-04-04,Monday,3,4,2016,,,1,42278.28571428572,41604.17857142857
d_1894,39683,1894,2016-04-05,Tuesday,4,4,2016,,,3,43110.57142857143,41674.03571428572
d_1895,39134,1895,2016-04-06,Wednesday,5,4,2016,,,3,44078.42857142857,41749.107142857145
d_1896,38116,1896,2016-04-07,Thursday,6,4,2016,,,2,44569.142857142855,41743.71428571428
d_1897,43220,1897,2016-04-08,Friday,7,4,2016,,,2,44238.28571428572,41827.03571428572
d_1898,56340,1898,2016-04-09,Saturday,1,4,2016,,,3,44762.28571428572,41956.642857142855
d_1899,53856,1899,2016-04-10,Sunday,2,4,2016,,,1,44395.28571428572,42043.607142857145
d_1900,42427,1900,2016-04-11,Monday,3,4,2016,,,2,44682.28571428572,42057.607142857145
d_1901,39069,1901,2016-04-12,Tuesday,4,4,2016,,,2,44594.57142857143,42020.17857142857
d_1902,35193,1902,2016-04-13,Wednesday,5,4,2016,,,1,44031.57142857143,41969.71428571428
d_1903,37529,1903,2016-04-14,Thursday,6,4,2016,,,1,43947.71428571428,42059.71428571428
d_1904,41789,1904,2016-04-15,Friday,7,4,2016,,,2,43743.28571428572,42136.03571428572
d_1905,48362,1905,2016-04-16,Saturday,1,4,2016,,,0,42603.57142857143,42213.92857142857
d_1906,51640,1906,2016-04-17,Sunday,2,4,2016,,,0,42287.0,42350.17857142857
d_1907,38059,1907,2016-04-18,Monday,3,4,2016,,,0,41663.0,42375.142857142855
d_1908,37570,1908,2016-04-19,Tuesday,4,4,2016,,,0,41448.857142857145,42449.96428571428
d_1909,35343,1909,2016-04-20,Wednesday,5,4,2016,,,0,41470.28571428572,42469.857142857145
d_1910,35033,1910,2016-04-21,Thursday,6,4,2016,,,0,41113.71428571428,42506.642857142855
d_1911,40517,1911,2016-04-22,Friday,7,4,2016,,,0,40932.0,42324.71428571428
d_1912,48962,1912,2016-04-23,Saturday,1,4,2016,,,0,41017.71428571428,42149.67857142857
d_1913,49795,1913,2016-04-24,Sunday,2,4,2016,,,0,40754.142857142855,42272.357142857145
d_1914,38793,1914,2016-04-25,Monday,3,4,2016,,,0,40859.0,42370.642857142855
d_1915,35487,1915,2016-04-26,Tuesday,4,4,2016,,,0,40561.42857142857,42428.857142857145
d_1916,34445,1916,2016-04-27,Wednesday,5,4,2016,,,0,40433.142857142855,42503.357142857145
d_1917,34732,1917,2016-04-28,Thursday,6,4,2016,,,0,40390.142857142855,42505.17857142857
d_1918,42896,1918,2016-04-29,Friday,7,4,2016,,,0,40730.0,42410.892857142855
d_1919,50429,1919,2016-04-30,Saturday,1,4,2016,Pesach End,Religious,0,40939.57142857143,42330.78571428572
d_1920,53032,1920,2016-05-01,Sunday,2,5,2016,OrthodoxEaster,Religious,2,41402.0,42209.607142857145
d_1921,43181,1921,2016-05-02,Monday,3,5,2016,,,2,42028.857142857145,42308.28571428572
d_1922,44314,1922,2016-05-03,Tuesday,4,5,2016,,,3,43289.857142857145,42473.67857142857
d_1923,39601,1923,2016-05-04,Wednesday,5,5,2016,,,1,44026.42857142857,42490.357142857145
d_1924,40763,1924,2016-05-05,Thursday,6,5,2016,Cinco De Mayo,Cultural,3,44888.0,42584.892857142855
d_1925,43805,1925,2016-05-06,Friday,7,5,2016,,,3,45017.857142857145,42605.78571428572
d_1926,54239,1926,2016-05-07,Saturday,1,5,2016,,,2,45562.142857142855,42530.75
d_1927,45609,1927,2016-05-08,Sunday,2,5,2016,Mother's day,Cultural,2,44501.71428571428,42236.21428571428
d_1928,46400,1928,2016-05-09,Monday,3,5,2016,,,3,44961.57142857143,42378.107142857145
d_1929,39379,1929,2016-05-10,Tuesday,4,5,2016,,,1,44256.57142857143,42389.17857142857
d_1930,42248,1930,2016-05-11,Wednesday,5,5,2016,,,2,44634.71428571428,42641.142857142855
d_1931,40503,1931,2016-05-12,Thursday,6,5,2016,,,2,44597.57142857143,42747.357142857145
d_1932,44073,1932,2016-05-13,Friday,7,5,2016,,,1,44635.857142857145,42828.92857142857
d_1933,54308,1933,2016-05-14,Saturday,1,5,2016,,,1,44645.71428571428,43041.28571428572
d_1934,59921,1934,2016-05-15,Sunday,2,5,2016,,,2,46690.28571428572,43337.03571428572
d_1935,42362,1935,2016-05-16,Monday,3,5,2016,,,0,46113.42857142857,43490.71428571428
d_1936,38777,1936,2016-05-17,Tuesday,4,5,2016,,,0,46027.42857142857,43533.82142857143
d_1937,37096,1937,2016-05-18,Wednesday,5,5,2016,,,0,45291.42857142857,43596.42857142857
d_1938,36963,1938,2016-05-19,Thursday,6,5,2016,,,0,44785.71428571428,43665.357142857145
d_1939,42552,1939,2016-05-20,Friday,7,5,2016,,,0,44568.42857142857,43738.03571428572
d_1940,51518,1940,2016-05-21,Saturday,1,5,2016,,,0,44169.857142857145,43829.32142857143
d_1941,54338,1941,2016-05-22,Sunday,2,5,2016,,,0,43372.28571428572,43991.57142857143
